Mod:Item:MetaData, Localized Name
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
harvestcraft:yorkshirepuddingItem, Yorkshire Pudding
harvestcraft:toadintheholeItem, Toad in the Hole
Railcraft:fluid.creosote.bucket, Creosote Bucket
Railcraft:fluid.creosote.bottle, Creosote Bottle
Railcraft:fluid.creosote.can, Creosote Can
Railcraft:fluid.creosote.cell, Creosote Cell
Railcraft:fluid.creosote.wax, Creosote Capsule
Railcraft:fluid.creosote.refactory, Creosote Capsule
Railcraft:fluid.steam.bottle, Steam Bottle
Railcraft:tool.crowbar, Crowbar
Railcraft:tool.crowbar.reinforced, Reinforced Crowbar
Railcraft:tool.magnifying.glass, Magnifying Glass
Railcraft:armor.goggles, Trackman's Goggles
Railcraft:part.circuit:0, Controller Circuit
Railcraft:part.circuit:1, Receiver Circuit
Railcraft:part.circuit:2, Signal Circuit
Railcraft:tool.steel.shears, Steel Shears
Railcraft:tool.steel.sword, Steel Sword
Railcraft:tool.steel.shovel, Steel Shovel
Railcraft:tool.steel.pickaxe, Steel Pickaxe
Railcraft:tool.steel.axe, Steel Axe
Railcraft:tool.steel.hoe, Steel Hoe
Railcraft:armor.steel.helmet, Steel Helmet
Railcraft:armor.steel.plate, Steel Chestplate
Railcraft:armor.steel.legs, Steel Leggings
Railcraft:armor.steel.boots, Steel Boots
Railcraft:armor.overalls, Engineer's Overalls
Railcraft:nugget:0, Iron Nugget
Railcraft:nugget:1, Steel Nugget
Railcraft:nugget:2, Copper Nugget
Railcraft:nugget:3, Tin Nugget
Railcraft:nugget:4, Lead Nugget
Railcraft:ingot:0, Steel Ingot
Railcraft:ingot:1, Copper Ingot
Railcraft:ingot:2, Tin Ingot
Railcraft:ingot:3, Lead Ingot
Railcraft:part.railbed:0, Wooden Railbed
Railcraft:part.railbed:1, Stone Railbed
Railcraft:part.tie:0, Wooden Tie
Railcraft:part.tie:1, Stone Tie
Railcraft:part.rebar, Rebar
Railcraft:part.rail:0, Standard Rail
Railcraft:part.rail:1, Advanced Rail
Railcraft:part.rail:2, Wooden Rail
Railcraft:part.rail:3, H.S. Rail
Railcraft:part.rail:4, Reinforced Rail
Railcraft:part.rail:5, Electric Rail
Railcraft:fuel.coke, Coal Coke
Railcraft:part.plate:0, Iron Plate
Railcraft:part.plate:1, Steel Plate
Railcraft:part.plate:2, Tin Plate
Railcraft:part.plate:3, Copper Plate
Railcraft:part.plate:4, item.railcraft.part.plate.lead.name
Railcraft:part.gear:0, Gold-Plate Gear
Railcraft:part.gear:1, Iron Gear
Railcraft:part.gear:2, Steel Gear
Railcraft:part.gear:3, Tin Gear Bushing
Railcraft:cart.tnt.wood:0, Wooden TNT Cart
Railcraft:cart.work:0, Work Cart
Railcraft:tool.surveyor:0, Signal Block Surveyor
Railcraft:tool.signal.tuner:0, Signal Tuner
Railcraft:tool.signal.label, Signal Label
Railcraft:part.signal.lamp, Signal Lamp
Railcraft:part.bleached.clay, Bleached Clay
Railcraft:cart.bore:0, Tunnel Bore
Railcraft:borehead.diamond, Diamond Bore Head
Railcraft:borehead.steel, Steel Bore Head
Railcraft:borehead.iron, Iron Bore Head
Railcraft:cart.track.relayer:0, Track Relayer Cart
Railcraft:cart.undercutter:0, Undercutter Cart
Railcraft:cart.track.layer:0, Track Layer Cart
Railcraft:cart.track.remover:0, Track Remover Cart
Railcraft:cart.tank:0, Tank Cart
Railcraft:cart.cargo:0, Cargo Cart
Railcraft:upgrade.lapotron, item.railcraft.upgrade.lapotron.name
Railcraft:cart.energy.batbox:0, Batbox Cart
Railcraft:cart.energy.mfe:0, MFE Cart
Railcraft:cart.energy.cesu:0, CESU Cart
Railcraft:tool.crowbar.magic, Thaumium Crowbar
Railcraft:tool.crowbar.void, Void metal Crowbar
Railcraft:dust:0, Obsidian Dust
Railcraft:dust:1, Sulfur
Railcraft:dust:2, Saltpeter
Railcraft:dust:3, Charcoal Dust
Railcraft:cart.anchor:0, Anchor Cart
Railcraft:cart.anchor.personal:0, Personal Anchor Cart
Railcraft:cart.anchor.admin:0, Admin Anchor Cart
Railcraft:cart.pumpkin:0, Pumpkin Cart
Railcraft:cart.gift:0, Gift Cart
Railcraft:tool.whistle.tuner, Whistle Tuner
Railcraft:routing.table, Routing Table
Railcraft:routing.ticket.gold, Golden Railway Ticket
Railcraft:routing.ticket, Railway Ticket
Railcraft:emblem, Emblem
Railcraft:firestone.raw, Raw Firestone
Railcraft:firestone.cut, Cut Firestone
Railcraft:firestone.refined, Refined Firestone
Railcraft:firestone.cracked, Cracked Firestone
Railcraft:tool.electric.meter, Electric Meter
Railcraft:part.turbine.rotor, Turbine Rotor
Railcraft:part.turbine.disk, Turbine Disk
Railcraft:part.turbine.blade, Turbine Blade
Railcraft:cart.redstone.flux:0, Redstone Flux Cart
gregtech:gt.integrated_circuit:0, Integrated Circuit
gregtech:gt.metaitem.01:2006, Lithium Dust
gregtech:gt.metaitem.01:2008, Beryllium Dust
gregtech:gt.metaitem.01:2009, Boron Dust
gregtech:gt.metaitem.01:2010, Carbon Dust
gregtech:gt.metaitem.01:2017, Sodium Dust
gregtech:gt.metaitem.01:2018, Magnesium Dust
gregtech:gt.metaitem.01:2019, Aluminium Dust
gregtech:gt.metaitem.01:2020, Silicon Dust
gregtech:gt.metaitem.01:2021, Phosphor Dust
gregtech:gt.metaitem.01:2022, Sulfur Dust
gregtech:gt.metaitem.01:2025, Potassium Dust
gregtech:gt.metaitem.01:2026, Calcium Dust
gregtech:gt.metaitem.01:2027, Scandium Dust
gregtech:gt.metaitem.01:2028, Titanium Dust
gregtech:gt.metaitem.01:2029, Vanadium Dust
gregtech:gt.metaitem.01:2030, Chrome Dust
gregtech:gt.metaitem.01:2031, Manganese Dust
gregtech:gt.metaitem.01:2032, Iron Dust
gregtech:gt.metaitem.01:2033, Cobalt Dust
gregtech:gt.metaitem.01:2034, Nickel Dust
gregtech:gt.metaitem.01:2035, Copper Dust
gregtech:gt.metaitem.01:2036, Zinc Dust
gregtech:gt.metaitem.01:2037, Gallium Dust
gregtech:gt.metaitem.01:2039, Arsenic Dust
gregtech:gt.metaitem.01:2043, Rubidium Dust
gregtech:gt.metaitem.01:2044, Strontium Dust
gregtech:gt.metaitem.01:2045, Yttrium Dust
gregtech:gt.metaitem.01:2047, Niobium Dust
gregtech:gt.metaitem.01:2048, Molybdenum Dust
gregtech:gt.metaitem.01:2052, Palladium Dust
gregtech:gt.metaitem.01:2054, Silver Dust
gregtech:gt.metaitem.01:2055, Cadmium Dust
gregtech:gt.metaitem.01:2056, Indium Dust
gregtech:gt.metaitem.01:2057, Tin Dust
gregtech:gt.metaitem.01:2058, Antimony Dust
gregtech:gt.metaitem.01:2059, Tellurium Dust
gregtech:gt.metaitem.01:2062, Caesium Dust
gregtech:gt.metaitem.01:2063, Barium Dust
gregtech:gt.metaitem.01:2064, Lanthanum Dust
gregtech:gt.metaitem.01:2065, Cerium Dust
gregtech:gt.metaitem.01:2066, Praseodymium Dust
gregtech:gt.metaitem.01:2067, Neodymium Dust
gregtech:gt.metaitem.01:2068, Promethium Dust
gregtech:gt.metaitem.01:2069, Samarium Dust
gregtech:gt.metaitem.01:2070, Europium Dust
gregtech:gt.metaitem.01:2071, Gadolinium Dust
gregtech:gt.metaitem.01:2072, Terbium Dust
gregtech:gt.metaitem.01:2073, Dysprosium Dust
gregtech:gt.metaitem.01:2074, Holmium Dust
gregtech:gt.metaitem.01:2075, Erbium Dust
gregtech:gt.metaitem.01:2076, Thulium Dust
gregtech:gt.metaitem.01:2077, Ytterbium Dust
gregtech:gt.metaitem.01:2078, Lutetium Dust
gregtech:gt.metaitem.01:2080, Tantalum Dust
gregtech:gt.metaitem.01:2081, Tungsten Dust
gregtech:gt.metaitem.01:2083, Osmium Dust
gregtech:gt.metaitem.01:2084, Iridium Dust
gregtech:gt.metaitem.01:2085, Platinum Dust
gregtech:gt.metaitem.01:2086, Gold Dust
gregtech:gt.metaitem.01:2089, Lead Dust
gregtech:gt.metaitem.01:2090, Bismuth Dust
gregtech:gt.metaitem.01:2096, Thorium Dust
gregtech:gt.metaitem.01:2097, Uranium 235 Dust
gregtech:gt.metaitem.01:2098, Uranium 238 Dust
gregtech:gt.metaitem.01:2100, Plutonium 244 Dust
gregtech:gt.metaitem.01:2101, Plutonium 241 Dust
gregtech:gt.metaitem.01:2103, Americium Dust
gregtech:gt.metaitem.01:2129, Neutronium Dust
gregtech:gt.metaitem.01:2299, Stone Dust
gregtech:gt.metaitem.01:2300, Bronze Dust
gregtech:gt.metaitem.01:2301, Brass Dust
gregtech:gt.metaitem.01:2302, Invar Dust
gregtech:gt.metaitem.01:2303, Electrum Dust
gregtech:gt.metaitem.01:2304, Wrought Iron Dust
gregtech:gt.metaitem.01:2305, Steel Dust
gregtech:gt.metaitem.01:2306, Stainless Steel Dust
gregtech:gt.metaitem.01:2307, Pig Iron Dust
gregtech:gt.metaitem.01:2308, Red Alloy Dust
gregtech:gt.metaitem.01:2309, Blue Alloy Dust
gregtech:gt.metaitem.01:2310, Cupronickel Dust
gregtech:gt.metaitem.01:2311, Nichrome Dust
gregtech:gt.metaitem.01:2312, Kanthal Dust
gregtech:gt.metaitem.01:2313, Magnalium Dust
gregtech:gt.metaitem.01:2314, Soldering Alloy Dust
gregtech:gt.metaitem.01:2315, Battery Alloy Dust
gregtech:gt.metaitem.01:2316, Tungstensteel Dust
gregtech:gt.metaitem.01:2317, Osmiridium Dust
gregtech:gt.metaitem.01:2318, Sunnarium Dust
gregtech:gt.metaitem.01:2319, Staballoy Dust
gregtech:gt.metaitem.01:2320, Fluxed Electrum Dust
gregtech:gt.metaitem.01:2321, Enderium Dust
gregtech:gt.metaitem.01:2322, HSLA Steel Dust
gregtech:gt.metaitem.01:2323, Infused Gold Dust
gregtech:gt.metaitem.01:2324, Naquadah Dust
gregtech:gt.metaitem.01:2325, Naquadah Alloy Dust
gregtech:gt.metaitem.01:2326, Enriched Naquadah Dust
gregtech:gt.metaitem.01:2327, Naquadria Dust
gregtech:gt.metaitem.01:2328, Duranium Dust
gregtech:gt.metaitem.01:2329, Tritanium Dust
gregtech:gt.metaitem.01:2330, Thaumium Dust
gregtech:gt.metaitem.01:2331, Mithril Dust
gregtech:gt.metaitem.01:2332, Midasium Dust
gregtech:gt.metaitem.01:2333, Astral Silver Dust
gregtech:gt.metaitem.01:2334, Black Steel Dust
gregtech:gt.metaitem.01:2335, Damascus Steel Dust
gregtech:gt.metaitem.01:2336, Shadowiron Dust
gregtech:gt.metaitem.01:2337, Shadowsteel Dust
gregtech:gt.metaitem.01:2338, Ironwood Dust
gregtech:gt.metaitem.01:2339, Steeleaf Dust
gregtech:gt.metaitem.01:2340, Meteoric Iron Dust
gregtech:gt.metaitem.01:2341, Meteoric Steel Dust
gregtech:gt.metaitem.01:2342, Dark Iron Dust
gregtech:gt.metaitem.01:2343, Cobalt Brass Dust
gregtech:gt.metaitem.01:2344, Ultimet Dust
gregtech:gt.metaitem.01:2345, Annealed Copper Dust
gregtech:gt.metaitem.01:2346, Fiery Steel Dust
gregtech:gt.metaitem.01:2347, Firestone Dust
gregtech:gt.metaitem.01:2348, Red Steel Dust
gregtech:gt.metaitem.01:2349, Blue Steel Dust
gregtech:gt.metaitem.01:2350, Sterling Silver Dust
gregtech:gt.metaitem.01:2351, Rose Gold Dust
gregtech:gt.metaitem.01:2352, Black Bronze Dust
gregtech:gt.metaitem.01:2353, Bismuth Bronze Dust
gregtech:gt.metaitem.01:2354, Magnetic Iron Dust
gregtech:gt.metaitem.01:2355, Magnetic Steel Dust
gregtech:gt.metaitem.01:2356, Magnetic Neodymium Dust
gregtech:gt.metaitem.01:2357, Vanadium-Gallium Dust
gregtech:gt.metaitem.01:2358, Yttrium Barium Cuprate Dust
gregtech:gt.metaitem.01:2359, Niobium Nitride Dust
gregtech:gt.metaitem.01:2360, Niobium-Titanium Dust
gregtech:gt.metaitem.01:2361, Chromium Dioxide Dust
gregtech:gt.metaitem.01:2362, Knightmetal Dust
gregtech:gt.metaitem.01:2363, Tin Alloy Dust
gregtech:gt.metaitem.01:2364, Dark Steel Dust
gregtech:gt.metaitem.01:2485, Alduorite Dust
gregtech:gt.metaitem.01:2486, Lemurite Dust
gregtech:gt.metaitem.01:2487, Meutoite Dust
gregtech:gt.metaitem.01:2488, Rubracium Dust
gregtech:gt.metaitem.01:2489, Vulcanite Dust
gregtech:gt.metaitem.01:2490, Infuscolium Dust
gregtech:gt.metaitem.01:2500, Diamond Dust
gregtech:gt.metaitem.01:2501, Emerald Dust
gregtech:gt.metaitem.01:2502, Ruby Dust
gregtech:gt.metaitem.01:2503, Sapphire Dust
gregtech:gt.metaitem.01:2504, Green Sapphire Dust
gregtech:gt.metaitem.01:2505, Olivine Dust
gregtech:gt.metaitem.01:2506, Nether Star Dust
gregtech:gt.metaitem.01:2507, Topaz Dust
gregtech:gt.metaitem.01:2508, Tanzanite Dust
gregtech:gt.metaitem.01:2509, Amethyst Dust
gregtech:gt.metaitem.01:2510, Opal Dust
gregtech:gt.metaitem.01:2511, Jasper Dust
gregtech:gt.metaitem.01:2512, Ruby Dust
gregtech:gt.metaitem.01:2513, Blue Topaz Dust
gregtech:gt.metaitem.01:2514, Amber Dust
gregtech:gt.metaitem.01:2515, Dilithium Dust
gregtech:gt.metaitem.01:2516, Certus Quartz Dust
gregtech:gt.metaitem.01:2518, Forcicium Dust
gregtech:gt.metaitem.01:2519, Forcillium Dust
gregtech:gt.metaitem.01:2520, Monazite Dust
gregtech:gt.metaitem.01:2521, Force Dust
gregtech:gt.metaitem.01:2522, Nether Quartz Dust
gregtech:gt.metaitem.01:2523, Quartzite Dust
gregtech:gt.metaitem.01:2524, Lazurite Dust
gregtech:gt.metaitem.01:2525, Sodalite Dust
gregtech:gt.metaitem.01:2526, Lapis Dust
gregtech:gt.metaitem.01:2527, Red Garnet Dust
gregtech:gt.metaitem.01:2528, Yellow Garnet Dust
gregtech:gt.metaitem.01:2529, Vinteum Dust
gregtech:gt.metaitem.01:2530, Apatite Dust
gregtech:gt.metaitem.01:2531, Niter Dust
gregtech:gt.metaitem.01:2532, Enderpearl Dust
gregtech:gt.metaitem.01:2533, Endereye Dust
gregtech:gt.metaitem.01:2534, Phosphorus Dust
gregtech:gt.metaitem.01:2535, Coal Dust
gregtech:gt.metaitem.01:2536, Charcoal Dust
gregtech:gt.metaitem.01:2537, Jade Dust
gregtech:gt.metaitem.01:2538, Lignite Coal Dust
gregtech:gt.metaitem.01:2540, Aer Crystal Powder
gregtech:gt.metaitem.01:2541, Ignis Crystal Powder
gregtech:gt.metaitem.01:2542, Terra Crystal Powder
gregtech:gt.metaitem.01:2543, Aqua Crystal Powder
gregtech:gt.metaitem.01:2544, Perditio Crystal Powder
gregtech:gt.metaitem.01:2545, Ordo Crystal Powder
gregtech:gt.metaitem.01:2555, Realgar Dust
gregtech:gt.metaitem.01:2702, Crushed Ice
gregtech:gt.metaitem.01:2728, Snow Powder
gregtech:gt.metaitem.01:2770, Endium Dust
gregtech:gt.metaitem.01:2780, Bedrockium Dust
gregtech:gt.metaitem.01:2781, Blood Steel Dust
gregtech:gt.metaitem.01:2782, Void Metal Dust
gregtech:gt.metaitem.01:2783, Conductive Iron Dust
gregtech:gt.metaitem.01:2784, Electrical Steel Dust
gregtech:gt.metaitem.01:2785, Energetic Alloy Dust
gregtech:gt.metaitem.01:2786, Vibrant Alloy Dust
gregtech:gt.metaitem.01:2787, Pulsating Iron Dust
gregtech:gt.metaitem.01:2788, Redstone Alloy Dust
gregtech:gt.metaitem.01:2789, Tantaloy 60 Dust
gregtech:gt.metaitem.01:2790, Tantaloy 61 Dust
gregtech:gt.metaitem.01:2802, Flint Dust
gregtech:gt.metaitem.01:2804, Obsidian Dust
gregtech:gt.metaitem.01:2805, Clay Dust
gregtech:gt.metaitem.01:2807, Netherrack Dust
gregtech:gt.metaitem.01:2808, Endstone Dust
gregtech:gt.metaitem.01:2809, Wood Pulp
gregtech:gt.metaitem.01:2812, Nikolite Dust
gregtech:gt.metaitem.01:2813, Bluestone Dust
gregtech:gt.metaitem.01:2814, Nether Brick Dust
gregtech:gt.metaitem.01:2815, Ashes
gregtech:gt.metaitem.01:2816, Dark Ashes
gregtech:gt.metaitem.01:2817, Salt
gregtech:gt.metaitem.01:2818, Hydrated Coal Dust
gregtech:gt.metaitem.01:2819, Graphene Dust
gregtech:gt.metaitem.01:2820, Almandine Dust
gregtech:gt.metaitem.01:2821, Andradite Dust
gregtech:gt.metaitem.01:2822, Bauxite Dust
gregtech:gt.metaitem.01:2823, Calcite Dust
gregtech:gt.metaitem.01:2824, Cassiterite Dust
gregtech:gt.metaitem.01:2825, Chromite Dust
gregtech:gt.metaitem.01:2826, Cinnabar Dust
gregtech:gt.metaitem.01:2827, Cobaltite Dust
gregtech:gt.metaitem.01:2828, Sheldonite Dust
gregtech:gt.metaitem.01:2829, Deep Iron Dust
gregtech:gt.metaitem.01:2830, Galena Dust
gregtech:gt.metaitem.01:2831, Grossular Dust
gregtech:gt.metaitem.01:2832, Liveroot Dust
gregtech:gt.metaitem.01:2833, Phosphate Dust
gregtech:gt.metaitem.01:2834, Pyrite Dust
gregtech:gt.metaitem.01:2835, Pyrope Dust
gregtech:gt.metaitem.01:2836, Saltpeter Dust
gregtech:gt.metaitem.01:2837, Silicon Dioxide Dust
gregtech:gt.metaitem.01:2838, Spessartine Dust
gregtech:gt.metaitem.01:2839, Sphalerite Dust
gregtech:gt.metaitem.01:2840, Tetrahedrite Dust
gregtech:gt.metaitem.01:2841, Tungstate Dust
gregtech:gt.metaitem.01:2842, Uvarovite Dust
gregtech:gt.metaitem.01:2843, Pyrotheum Dust
gregtech:gt.metaitem.01:2844, Basalt Dust
gregtech:gt.metaitem.01:2845, Marble Dust
gregtech:gt.metaitem.01:2846, Redrock Dust
gregtech:gt.metaitem.01:2847, Potassium Feldspar Dust
gregtech:gt.metaitem.01:2848, Biotite Dust
gregtech:gt.metaitem.01:2849, Black Granite Dust
gregtech:gt.metaitem.01:2850, Red Granite Dust
gregtech:gt.metaitem.01:2851, Blizz Dust
gregtech:gt.metaitem.01:2852, Blueschist Dust
gregtech:gt.metaitem.01:2853, Cobalt Hexahydrate Dust
gregtech:gt.metaitem.01:2854, Construction Foam Dust
gregtech:gt.metaitem.01:2855, Chalcopyrite Dust
gregtech:gt.metaitem.01:2856, Chalk Dust
gregtech:gt.metaitem.01:2857, Chert Dust
gregtech:gt.metaitem.01:2858, Crude Oil Dust
gregtech:gt.metaitem.01:2859, Dacite Dust
gregtech:gt.metaitem.01:2860, Eclogite Dust
gregtech:gt.metaitem.01:2861, Emery Dust
gregtech:gt.metaitem.01:2862, Epidote Dust
gregtech:gt.metaitem.01:2863, Gabbro Dust
gregtech:gt.metaitem.01:2864, Gneiss Dust
gregtech:gt.metaitem.01:2865, Graphite Dust
gregtech:gt.metaitem.01:2866, Green Schist Dust
gregtech:gt.metaitem.01:2867, Greenstone Dust
gregtech:gt.metaitem.01:2868, Greywacke Dust
gregtech:gt.metaitem.01:2869, Komatiite Dust
gregtech:gt.metaitem.01:2870, Magnetite Dust
gregtech:gt.metaitem.01:2871, Malachite Dust
gregtech:gt.metaitem.01:2872, Migmatite Dust
gregtech:gt.metaitem.01:2873, Pitchblende
gregtech:gt.metaitem.01:2874, Plastic Pulp
gregtech:gt.metaitem.01:2875, Rhyolite Dust
gregtech:gt.metaitem.01:2876, Siltstone Dust
gregtech:gt.metaitem.01:2877, Soapstone Dust
gregtech:gt.metaitem.01:2878, Oilsands Dust
gregtech:gt.metaitem.01:2879, Chad
gregtech:gt.metaitem.01:2880, Rubber Pulp
gregtech:gt.metaitem.01:2881, Flour
gregtech:gt.metaitem.01:2882, Wulfenite Dust
gregtech:gt.metaitem.01:2883, Powellite Dust
gregtech:gt.metaitem.01:2884, Desh Dust
gregtech:gt.metaitem.01:2885, Milk Powder
gregtech:gt.metaitem.01:2886, Chocolate Powder
gregtech:gt.metaitem.01:2887, Cocoa Powder
gregtech:gt.metaitem.01:2888, Coffee Powder
gregtech:gt.metaitem.01:2889, Sealed Wood Pulp
gregtech:gt.metaitem.01:2890, Glass Dust
gregtech:gt.metaitem.01:2891, Rare Earth
gregtech:gt.metaitem.01:2892, Mince Meat
gregtech:gt.metaitem.01:2893, Cooked Mince Meat
gregtech:gt.metaitem.01:2894, Cheese Powder
gregtech:gt.metaitem.01:2895, Chili Powder
gregtech:gt.metaitem.01:2900, Mirabilite Dust
gregtech:gt.metaitem.01:2901, Mica Dust
gregtech:gt.metaitem.01:2902, Talc
gregtech:gt.metaitem.01:2903, Trona Dust
gregtech:gt.metaitem.01:2904, Barite Dust
gregtech:gt.metaitem.01:2905, Bastnasite Dust
gregtech:gt.metaitem.01:2906, Garnierite Dust
gregtech:gt.metaitem.01:2907, Lepidolite Dust
gregtech:gt.metaitem.01:2908, Magnesite Dust
gregtech:gt.metaitem.01:2909, Pentlandite Dust
gregtech:gt.metaitem.01:2910, Scheelite Dust
gregtech:gt.metaitem.01:2911, Alunite Dust
gregtech:gt.metaitem.01:2912, Chrysotile Dust
gregtech:gt.metaitem.01:2913, Celestine Dust
gregtech:gt.metaitem.01:2914, Dolomite Dust
gregtech:gt.metaitem.01:2915, Wollastonite Dust
gregtech:gt.metaitem.01:2916, Zeolite Dust
gregtech:gt.metaitem.01:2917, Banded Iron Dust
gregtech:gt.metaitem.01:2918, Ilmenite Dust
gregtech:gt.metaitem.01:2919, Pollucite Dust
gregtech:gt.metaitem.01:2920, Spodumene Dust
gregtech:gt.metaitem.01:2921, Tantalite Dust
gregtech:gt.metaitem.01:2922, Uraninite Dust
gregtech:gt.metaitem.01:2923, Vanadium Magnetite Dust
gregtech:gt.metaitem.01:2924, Kyanite Dust
gregtech:gt.metaitem.01:2925, Perlite Dust
gregtech:gt.metaitem.01:2926, Pumice Dust
gregtech:gt.metaitem.01:2927, Bentonite
gregtech:gt.metaitem.01:2928, Fullers Earth
gregtech:gt.metaitem.01:2929, Kaolinite
gregtech:gt.metaitem.01:2930, Brown Limonite Dust
gregtech:gt.metaitem.01:2931, Yellow Limonite Dust
gregtech:gt.metaitem.01:2932, Vermiculite
gregtech:gt.metaitem.01:2933, Glauconite Dust
gregtech:gt.metaitem.01:2934, Gypsum Dust
gregtech:gt.metaitem.01:2935, Basaltic Mineral Sand
gregtech:gt.metaitem.01:2936, Granitic Mineral Sand
gregtech:gt.metaitem.01:2937, Cassiterite Sand
gregtech:gt.metaitem.01:2938, Garnet Sand
gregtech:gt.metaitem.01:2939, Quartz Sand
gregtech:gt.metaitem.01:2940, Volcanic Ashes
gregtech:gt.metaitem.01:2941, Borax Dust
gregtech:gt.metaitem.01:2942, Molybdenite Dust
gregtech:gt.metaitem.01:2943, Pyrolusite Dust
gregtech:gt.metaitem.01:2944, Rock Salt
gregtech:gt.metaitem.01:2945, Stibnite Dust
gregtech:gt.metaitem.01:2946, Asbestos Dust
gregtech:gt.metaitem.01:2947, Concrete Dust
gregtech:gt.metaitem.01:2948, Diatomite Dust
